,Name,URL,Description,Ingredients,Instructions,Keywords,Question
158,Cable Car,https://www.theeducatedbarfly.com/cable-car/,The Cable Car was created by Tony Abu Ganim at the Starlight Room in San Francisco around 1996 and it became the signature drink of that bar. It was originally modeled after the Brandy Crusta. These days Ganim is plying his trade in Vegas.,"- 1 1/2 oz Spiced Rum Captain Morgan 
- 3/4 oz Orange Curaçao
- 1 oz Lemon Juice
- 1/2 oz Simple Syrup
- Cinnamon Sugar Rim
","1. Rim the glass with Cinnamon Sugar.
2. Add all ingredients in a mixing tin.
3. Add Sugar.
4. Shake for 8-10 seconds.
5. Double strain on glass.
6. Enjoy!
","Brandy, Cable Car, cinnamon sugar, curacao, lemon juice, San Francisco, simple syrup, spiced rum, Tony Abu Ganim, Vegas","What cocktail would you recommend that combines the flavors of spiced rum, orange curaçao, lemon juice, and a cinnamon sugar rim?"
159,Cosmonaut,https://www.theeducatedbarfly.com/cosmonaut/,"The Cosmonaut was created by Sasha Petraske of Milk & Honey in and is just an incredibly simple and inspired take on a sour, switching out simple syrup for preserves both for sugar content and added flavor and complexity.","- 2 oz Gin
- 3/4 oz Lemon Juice
- Barspoon  Raspberry Preserves
","1. Heaping Barspoon Raspberry preserves.
2. Add all ingredients to a tin.
3. Shake 8-10 seconds.
4. Strain into a chilled coupe or cocktail glass.
5. No garnish.
","Barspoon Raspberry Preserves, Cosmonaut, flavor, Gin, lemon juice, milk & honey, sasha petraske, simple syrup, sour, sugar","Excuse me, bartender. Could I please have a Cosmonaut cocktail?"
160,On the Run,https://www.theeducatedbarfly.com/on-the-run/,The drink we’re reconstructing today is called On the Run from a popular restaurant near me called Mr. T.,"- 1 1/2 oz Gin
- 3/4 oz Lime Juice
- 3/4 oz Agave
- 3-4 Blackberries
- Blueberry Dried
- Mint Leaf
- Elderflower Foam
- 3 oz St. Germain
- 1 1/2 oz Lemon Juice
- 1 oz Water
- 2 Egg Whites
","1. Add ingredients to a mixing tin.
2. Add ice.
3. Shake.
4. Top with Elderflower Foam.
5. Garnish.
6. Enjoy!
7. Add ingredients to iSi Whipper.
8. Charge and give it a nice shake.
9. Charge for the second time and give it another shake.
10. Put in fridge for about 10 minutes.
","agave, Blackberries, Blueberries, egg white, Elderflower Foam, Gin, lemon juice, lime juice, Mint Leaf, On The Run, st. germain, water","Excuse me, bartender. I heard about a cocktail called ""On the Run"" from a popular restaurant nearby called Mr. T. Could you please recreate that cocktail for me?"
161,Pago Pago,https://www.theeducatedbarfly.com/pago-pago/,,"- 1 1/2 oz Gold Rum
- 1/2 oz Lime Juice
- 1/2 oz Green Chartreuse
- 1/4 oz Crème De Cacao
- 1/2 Cup Cubed pineapple
- pineapple frond
- cube of pineapple
","1. Add all ingredients to a tin.
2. Muddle the pineapple.
3. Add ice.
4. Shake 8-10 seconds.
5. Strain into a coupe or nick and Nora glass.
6. Garnish with a pineapple frond and a cube of pineapple.
","creme de cacao, cube of pineapple, Cubed pineapple, gold rum, Green Chartreuse, lime juice, Pago Pago, pineapple frond","Excuse me, bartender. I would like to try a cocktail called Pago Pago. Can you please tell me how it is made?"
162,Love & Murder,https://www.theeducatedbarfly.com/love-murder/,,"- 1 oz Campari
- 1 oz Green Chartreuse
- 1 oz Lime Juice
- 3/4 oz Simple Syrup
- Saline 5:1 Kosher salt to water
","1. Add all ingredients into a tin.
2. Shake with ice for 8-10 seconds.
3. Strain into a coupe or cocktail glass.
","Campari, Green Chartreuse, lime juice, Love & Murder, saline, simple syrup","What cocktail do you recommend that combines the bitter notes of Campari, the herbal complexity of Green Chartreuse, and the refreshing tanginess of lime juice, with a touch of saline and simple syrup?"
163,Prince Henry Punch,https://www.theeducatedbarfly.com/prince-henry-punch/,,"- 3/4 oz rhum agricole preferably La Favorite Blanc
- 3/4 oz aged rum preferably Plantation Barbados 5 year
- 3/4  oz lime juice
- 1/2 oz green Chartreuse
- 1/2 oz raspberry gomme syrup
- 6 dashes Angostura bitters
- Mint
- seasonal fruit
","1. Combine all the ingredients in a mixing tin.
2. Shake with ice.
3. Strain into a double Old-Fashioned glass over a mountain of crushed ice.
4. Garnish with mint and fruits in season.
","aged rum, angostura bitters, Green Chartreuse, lime juice, mint, Prince Henry Punch, raspberry gomme syrup, rhum agricole, seasonal fruit","Could you recommend a cocktail that combines the flavors of aged rum, rhum agricole, lime juice, raspberry gomme syrup, and green Chartreuse?"
164,Quick & Dirty Gimlet,https://www.theeducatedbarfly.com/quick-dirty/,"Inspired by the historic stirred gimlet and my friend Briggs Brown the quick and dirty gimlet is just that. Quick and dirty, it gets the job done.","- 1 1/2 oz Gin
- 1/2 oz Cocchi Americano
- 1 oz Quick & Dirty Lime Cordial
- Lime Juice
- Caster Sugar
- Lime Wheel
","1. Add ingredients into a mixing glass.
2. Add ice.
3. Stir for approximately 45 seconds.
4. Strain into a chilled glass.
5. Garnish.
6. Enjoy!
7. Mix 50/50 by weight Lime Juice and Caster Sugar.
","Briggs Brown, Caster Sugar, Cocchi Americano, gimlet, Gin, historic, leandro dimonriva, lime juice, lime wheel, Quick & Dirty, Quick & Dirty Lime Cordial","Excuse me, bartender. Can I please have a Quick & Dirty Gimlet?"
165,Russian Spring Punch,https://www.theeducatedbarfly.com/russian-spring-punch/,Created by the late great British Bartender Dick Bradsell in the 1980’s this is the third in Bradsell’s trifecta of modern classics which started with the Bramble. This particular drink was originally created for a gathering of friends and went on to be featured on many many menus at bars where Dick worked.,"- 1 oz Lemon Juice
- 1/2 oz Crème De Casis
- 3/4 tsp Simple Syrup
- 1 oz Vodka
- 3 oz Champagne
- Lemon Slice
- Raspberry
","1. Shake lemon, crème de casis and simple syrup in a tin.
2.  Strain into a highball glass. 
3. Top with vodka and champagne. 
4. Garnish with a lemon slice and a raspberry.
5. Enjoy!
","1980s, Champagne, Crème De Casis, Dick Bradsell, lemon juice, Lemon Slice, raspberry, Russian Spring Punch, simple syrup, Vodka","What cocktail would you recommend that combines the refreshing flavors of lemon, raspberry, and champagne?"
166,Grapefruit Cooler,https://www.theeducatedbarfly.com/grapefruit-cooler/,The Grapefruit Cooler was created by NYC bartender and bar owner Audrey Saunders. Saunders was one of the early bartenders who really pushed the reemergence of gin as a preferred spirit in the cocktail world so it’s not without a little irony that one of her more well-known drinks has vodka as a base.,"- 2 oz Vodka Grey Goose Vodka
- 3/4 oz Lemon Juice
- 1/4 oz Honey Syrup
- 1/2 oz Grapefruit Syrup
- 1 dash Angostura Bitters
- 1 dash Peychauds Bitters
- 1 Mint Sprig
- Grapefruit Peel
","1. Add mint and all other ingredients to a tin and give the mint a light muddle. 
2. Then shake with ice 8-10 seconds.
3. Strain into a coupe or cocktail glass. 
4. Garnish with a grapefruit peel.
5. Enjoy!
","angostura bitters, Audrey Saunders, Grapefruit Cooler, grapefruit peel, Grapefruit Syrup, Grey Goose Vodka, honey syrup, lemon juice, mint sprig, nyc, Peychaud’s Bitters, Vodka","Can you recommend a cocktail that combines the refreshing flavors of grapefruit and mint, with a hint of sweetness from honey syrup and a touch of bitterness from Angostura and Peychaud's bitters?"
167,French Martini,https://www.theeducatedbarfly.com/french-martini/,"The French Martini is Bartending Legend Dale DeGroff’s submission to the ‘tini category of cocktails so popular in the 1990s. Not really a martini, these drinks are more in the sour category than anything else. Either way, this one is incredibly simple and very delicious and worth a mix for sure.","- 2 oz Vodka
- 3/4 oz Raspberry Liqueur
- 1 1/2 oz Pineapple Juice
","1. Add all ingredients to a shaking tin.
2. Shake with ice for 8-10 seconds. 
3. Strain into a coupe or cocktail glass.
4. Enjoy!
","1990s, dale degroff, French Martini, martini, pineapple juice, raspberry liqueur, sour category, Vodka","Could you recommend a cocktail that incorporates the flavors of pineapple juice, raspberry liqueur, and vodka, similar to the French Martini?"
168,Duke Martini,https://www.theeducatedbarfly.com/duke-martini/,,"- 4 oz Vodka Frozen Vodka
- 3 dashes Dry Vermouth
","1. Dash vermouth into a chilled Martini glass.
2. Pour four ounces of frozen vodka into said glass.
3. No stirring.
4. Enjoy!
","dry vermouth, Duke Martini, Frozen Vodka, Vodka","Excuse me, bartender. Could I please have a Duke Martini?"
169,Session Margarita,https://www.theeducatedbarfly.com/session-margarita/,Recommended Bar Tools:,"- 1 1/2 oz Manzanilla Sherry
- 3/4 oz Tequila
- 3/4 oz Orange Liqueur
- 3/4 oz Lime Juice
- 1 barspoon Agave
- pinch Sea Salt
- Lime Wheel
","1. Add all ingredients to a tin.
2. Shake until chilled.
3. Strain into a rocks glass over ice.
4. Add Garnish.
5. Enjoy!
","agave, lime juice, lime wheel, Manzanilla Sherry, orange liqueur, salt, Sea Salt, Tequila","Could you please recommend a cocktail that incorporates Manzanilla Sherry, Tequila, Orange Liqueur, Lime Juice, Agave, a pinch of Sea Salt, and is shaken and served over ice?"
170,Avocado Margarita,https://www.theeducatedbarfly.com/avocado-margarita/,The Avocado Margarita was created by Anna Wilkins for Better Luck Tomorrow in Houston Texas. This is a bit of an adapted recipe as I made a few small changes for accessibility.,"- 2 oz Blanco Tequila
- 1 oz Avocado Syrup
- 3/4 oz Lime Juice
- Lime Wheel
- 118 grams Avocado
- 157.5 grams Agave Nectar
- 7.5 grams Lime Juice
- 1 gram Kosher Salt
","1. Add all ingredients to a cocktail shaker.
2. Shake until chilled 8-10 seconds. 
3. Strain into a rocks glass with ice.
4. Garnish.
5. Enjoy!
6. Add ingredients to a blender and blend until smooth.
","Agave Nectar, Anna Wilkins, avocado, Avocado Margarita, Avocado Syrup, Better Luck Tomorrow, blanco tequila, houston, Kosher Salt, lime juice, lime wheel, texas","Could you recreate a cocktail similar to the Avocado Margarita, a modern creation by Anna Wilkins for Better Luck Tomorrow in Houston, Texas, that features blanco tequila and a unique avocado syrup?"
171,Frozen Margarita,https://www.theeducatedbarfly.com/frozen-margarita/,"This Frozen Margarita recipe comes from Brooklyn bartender Haley Traub. And it’s one of the best I’ve ever tasted so, you know, go make it. You guys deserve the best!","- 1 1/2 oz Blanco Tequila
- 1/4 oz Agave
- 1 oz Cointreau
- 1 oz Lime Juice
- 1/4 oz Orange Juice
- Lime Wheel
- Orange Wheel
","1. Add all ingredients to a blender with 1/2 -3/4 Cup of ice.
2. Blend until smooth.
3. Pour into a double rocks glass rimmed with sea salt and lime zest.
4. Add Garnish.
5. Enjoy!
","agave, blanco tequila, cointreau, Frozen Margarita, Haley Traub, lime juice, lime wheel, orange juice, Orange Wheel","Excuse me, bartender. I'm looking to try a cocktail called the Frozen Margarita. Can you please help me recreate it?"
172,Strawberry Margarita,https://www.theeducatedbarfly.com/strawberry-margarita/,Recommended Bar Tools:,"- 2 oz Blanco Tequila
- 1/2 oz Cointreau
- 1/2 cup Strawberries fresh, hulled
- 1 oz Lime Juice freshly squeezed
- 1/2 oz Agave Nectar
- 1 whole Strawberry fresh
","1. Add all ingredients to a blender with 1/2 cup of ice.
2. Blend until smooth.
3. Pour into an old fashioned glass.
4. Garnish with a strawberry.
5. Enjoy!
","Agave Nectar, blanco tequila, cointreau, lime juice, Strawberries, Strawberry Margarita","Can you please create a cocktail that features a blanco tequila and incorporates fresh strawberries, lime juice, and agave nectar, similar to the classic Strawberry Margarita?"
173,Parmesan Espresso Martini No. 2,https://www.theeducatedbarfly.com/parmesan-espresso-martini-no-2/,Recommended Bar Tools:,"- 2 oz Vodka
- 1 oz Espresso
- 1/2 oz Simple Syrup
- 20 g Parmesan grated
- 3 1/4 oz Vodka
","1. Add all ingredients to a tin.
2. Shake until combined.
3. Strain into a large coupe or cocktail glass.
4. Grate Parmesan over the drink to taste.
5. Add to an iSi Whipper and charge with two N2O crackers. 
6. Allow to infuse for 10 minutes in fridge. 
7. Then off gas and strain out solids.
8. When you open the iSi make sure the crackling sound stops before fine straining.
","espresso, Parmesan, Parmesan Espresso Martini No. 2, Parmesan Vodka, simple syrup, Vodka","Excuse me, bartender. Could I please have a Parmesan Espresso Martini No. 2?"
174,Oleato Golden Foam Espresso Martini,https://www.theeducatedbarfly.com/golden-foam-espresso-martini/,Recommended Bar Tools:,"- 2 oz Vodka
- 1 oz Espresso
- 1/2 oz Simple Syrup
- Oleato Foam
- 4 oz Oat Milk Warm
- 1 tsp Olive Oil Extra Virgin
- 1/4 tsp Xanthan Gum
","1. Add all ingredients to a tin.
2. Shake until combined. 
3. Strain into a large coupe or cocktail glass at least 8oz.
4. Then spoon Oleato Foam onto the drink.
5. Add Warm Milk, Olive Oil and Xantham Gum to a small bowl.
6. Hit with a milk frother or blend in a blender until foamy.
7. Spoon on top of cocktail.
","espresso, espresso martini, Oat Milk, Oleato Foam, Oleato Golden Foam Espresso Martini, Olive Oil, simple syrup, Vodka, Xanthan Gum","What cocktails do you have that combine the bold flavors of espresso, the creaminess of oat milk, and the unique touch of olive oil?"
175,Parmesan Espresso Martini,https://www.theeducatedbarfly.com/parmesan-espresso-martini/,Recommended Bar Tools:,"- 2 oz Vodka
- 1 oz Espresso
- 1/2 oz Simple Syrup
- Parmesan Grated
","1. Add all ingredients to a tin.
2. Shake until combined. 
3. Strain into a large coupe or cocktail glass.
4. Grate Parmesan over the drink to taste.
","espresso, Parmesan, Parmesan Espresso Martini, simple syrup, Vodka","Excuse me, bartender. Can I please have a Parmesan Espresso Martini?"
176,Dark Star,https://www.theeducatedbarfly.com/dark-star/,Recommended Bar Tools:,"- 1 1/2 oz Chocolate Infused Rum
- 1/2 oz Creme de Cacao
- 3/4 oz Lime Juice
- 1/4 tsp Xanthan Gum
- 1/2 cups Pebble Ice
- 1 tbsp Sugar Mix
- 5 drops Saline Solution
- 2 dashes Angostura Cocoa Bitters
- Grated Chocolate
- Cacao Nibs
- 17 oz Rum Mount Gay Black Barrel Rum
","1. Add cacao nibs to an iSi Whipper or other whipped cream charger.
2. Add 500ml rum to canister.
3. Pressurize the whipped creamer with N2O.
4. Shake for 20 seconds.
5. Charge again.
6. Place in the refrigerator to cool for 5-10 minutes.
7. Then let the Gas out. 
8. You'll hear a crackling sound like rice crispies and you need to wait for this sound to stop.
9. Once sound is gone Fine strain the solids into a clean bottle.
10. Should last about 3 weeks
11. Combine all the ingredients, except the xanthan gum, in a blender.
12. Blend without ice until sugar is dissolved.
13.  Once the sugar is fully dissolved, slowly add the gum while continuing to blend.
14. Add approx 1/2 cup of crushed ice (170 grams) while continuing to blend.
15. Pour into a large, chilled coupe (10 ounces).
16. Garnish.
17. Enjoy!
","Angostura Cocoa Bitters, Cacao Nibs, chocolate, Chocolate Infused Rum, creme de cacao, Dark Star, frozen daiquiri, Grated Chocolate, lime juice, Mount Gay Black Barrel Rum, pebble ice, perfect frozen daiquiri, rum, saline solution, sugar, Xanthan Gum","Could you recommend a cocktail that incorporates chocolate, lime, and rum flavors similar to the Dark Star cocktail?"
